index,label,clean_pred,adv_pred,clean_path,adv_path,delta_path
614,5,382,725,outputs/cifar10_resnet18_pgd/clean/000614.png,outputs/cifar10_resnet18_pgd/adv/000614.png,
615,8,382,382,outputs/cifar10_resnet18_pgd/clean/000615.png,outputs/cifar10_resnet18_pgd/adv/000615.png,
616,6,725,725,outputs/cifar10_resnet18_pgd/clean/000616.png,outputs/cifar10_resnet18_pgd/adv/000616.png,
617,6,725,381,outputs/cifar10_resnet18_pgd/clean/000617.png,outputs/cifar10_resnet18_pgd/adv/000617.png,
618,2,938,171,outputs/cifar10_resnet18_pgd/clean/000618.png,outputs/cifar10_resnet18_pgd/adv/000618.png,
619,1,51,725,outputs/cifar10_resnet18_pgd/clean/000619.png,outputs/cifar10_resnet18_pgd/adv/000619.png,
620,7,857,725,outputs/cifar10_resnet18_pgd/clean/000620.png,outputs/cifar10_resnet18_pgd/adv/000620.png,
621,7,725,725,outputs/cifar10_resnet18_pgd/clean/000621.png,outputs/cifar10_resnet18_pgd/adv/000621.png,
622,1,725,725,outputs/cifar10_resnet18_pgd/clean/000622.png,outputs/cifar10_resnet18_pgd/adv/000622.png,
623,2,857,780,outputs/cifar10_resnet18_pgd/clean/000623.png,outputs/cifar10_resnet18_pgd/adv/000623.png,
624,7,725,382,outputs/cifar10_resnet18_pgd/clean/000624.png,outputs/cifar10_resnet18_pgd/adv/000624.png,
625,9,381,381,outputs/cifar10_resnet18_pgd/clean/000625.png,outputs/cifar10_resnet18_pgd/adv/000625.png,
626,9,79,381,outputs/cifar10_resnet18_pgd/clean/000626.png,outputs/cifar10_resnet18_pgd/adv/000626.png,
627,4,725,382,outputs/cifar10_resnet18_pgd/clean/000627.png,outputs/cifar10_resnet18_pgd/adv/000627.png,
628,4,381,725,outputs/cifar10_resnet18_pgd/clean/000628.png,outputs/cifar10_resnet18_pgd/adv/000628.png,
629,1,113,725,outputs/cifar10_resnet18_pgd/clean/000629.png,outputs/cifar10_resnet18_pgd/adv/000629.png,
630,2,725,725,outputs/cifar10_resnet18_pgd/clean/000630.png,outputs/cifar10_resnet18_pgd/adv/000630.png,
631,5,725,725,outputs/cifar10_resnet18_pgd/clean/000631.png,outputs/cifar10_resnet18_pgd/adv/000631.png,
632,6,381,381,outputs/cifar10_resnet18_pgd/clean/000632.png,outputs/cifar10_resnet18_pgd/adv/000632.png,
633,8,857,857,outputs/cifar10_resnet18_pgd/clean/000633.png,outputs/cifar10_resnet18_pgd/adv/000633.png,
634,7,381,113,outputs/cifar10_resnet18_pgd/clean/000634.png,outputs/cifar10_resnet18_pgd/adv/000634.png,
635,6,725,381,outputs/cifar10_resnet18_pgd/clean/000635.png,outputs/cifar10_resnet18_pgd/adv/000635.png,
636,8,51,51,outputs/cifar10_resnet18_pgd/clean/000636.png,outputs/cifar10_resnet18_pgd/adv/000636.png,
637,3,725,725,outputs/cifar10_resnet18_pgd/clean/000637.png,outputs/cifar10_resnet18_pgd/adv/000637.png,
638,0,51,51,outputs/cifar10_resnet18_pgd/clean/000638.png,outputs/cifar10_resnet18_pgd/adv/000638.png,
639,5,725,725,outputs/cifar10_resnet18_pgd/clean/000639.png,outputs/cifar10_resnet18_pgd/adv/000639.png,
640,5,381,857,outputs/cifar10_resnet18_pgd/clean/000640.png,outputs/cifar10_resnet18_pgd/adv/000640.png,
641,3,725,497,outputs/cifar10_resnet18_pgd/clean/000641.png,outputs/cifar10_resnet18_pgd/adv/000641.png,
642,0,857,857,outputs/cifar10_resnet18_pgd/clean/000642.png,outputs/cifar10_resnet18_pgd/adv/000642.png,
643,7,382,382,outputs/cifar10_resnet18_pgd/clean/000643.png,outputs/cifar10_resnet18_pgd/adv/000643.png,
644,9,725,381,outputs/cifar10_resnet18_pgd/clean/000644.png,outputs/cifar10_resnet18_pgd/adv/000644.png,
645,1,857,76,outputs/cifar10_resnet18_pgd/clean/000645.png,outputs/cifar10_resnet18_pgd/adv/000645.png,
646,3,725,857,outputs/cifar10_resnet18_pgd/clean/000646.png,outputs/cifar10_resnet18_pgd/adv/000646.png,
647,4,780,381,outputs/cifar10_resnet18_pgd/clean/000647.png,outputs/cifar10_resnet18_pgd/adv/000647.png,
648,4,857,780,outputs/cifar10_resnet18_pgd/clean/000648.png,outputs/cifar10_resnet18_pgd/adv/000648.png,
649,5,725,725,outputs/cifar10_resnet18_pgd/clean/000649.png,outputs/cifar10_resnet18_pgd/adv/000649.png,
650,3,725,497,outputs/cifar10_resnet18_pgd/clean/000650.png,outputs/cifar10_resnet18_pgd/adv/000650.png,
651,9,725,497,outputs/cifar10_resnet18_pgd/clean/000651.png,outputs/cifar10_resnet18_pgd/adv/000651.png,
652,5,725,725,outputs/cifar10_resnet18_pgd/clean/000652.png,outputs/cifar10_resnet18_pgd/adv/000652.png,
653,6,381,725,outputs/cifar10_resnet18_pgd/clean/000653.png,outputs/cifar10_resnet18_pgd/adv/000653.png,
654,9,857,857,outputs/cifar10_resnet18_pgd/clean/000654.png,outputs/cifar10_resnet18_pgd/adv/000654.png,
655,2,223,725,outputs/cifar10_resnet18_pgd/clean/000655.png,outputs/cifar10_resnet18_pgd/adv/000655.png,
656,1,857,857,outputs/cifar10_resnet18_pgd/clean/000656.png,outputs/cifar10_resnet18_pgd/adv/000656.png,
657,1,780,725,outputs/cifar10_resnet18_pgd/clean/000657.png,outputs/cifar10_resnet18_pgd/adv/000657.png,
658,4,381,381,outputs/cifar10_resnet18_pgd/clean/000658.png,outputs/cifar10_resnet18_pgd/adv/000658.png,
659,1,382,725,outputs/cifar10_resnet18_pgd/clean/000659.png,outputs/cifar10_resnet18_pgd/adv/000659.png,
660,9,857,725,outputs/cifar10_resnet18_pgd/clean/000660.png,outputs/cifar10_resnet18_pgd/adv/000660.png,
661,4,725,113,outputs/cifar10_resnet18_pgd/clean/000661.png,outputs/cifar10_resnet18_pgd/adv/000661.png,
662,7,725,725,outputs/cifar10_resnet18_pgd/clean/000662.png,outputs/cifar10_resnet18_pgd/adv/000662.png,
663,6,381,381,outputs/cifar10_resnet18_pgd/clean/000663.png,outputs/cifar10_resnet18_pgd/adv/000663.png,
664,3,725,725,outputs/cifar10_resnet18_pgd/clean/000664.png,outputs/cifar10_resnet18_pgd/adv/000664.png,
665,8,725,857,outputs/cifar10_resnet18_pgd/clean/000665.png,outputs/cifar10_resnet18_pgd/adv/000665.png,
666,9,725,381,outputs/cifar10_resnet18_pgd/clean/000666.png,outputs/cifar10_resnet18_pgd/adv/000666.png,
667,0,381,381,outputs/cifar10_resnet18_pgd/clean/000667.png,outputs/cifar10_resnet18_pgd/adv/000667.png,
668,1,79,725,outputs/cifar10_resnet18_pgd/clean/000668.png,outputs/cifar10_resnet18_pgd/adv/000668.png,
669,3,725,725,outputs/cifar10_resnet18_pgd/clean/000669.png,outputs/cifar10_resnet18_pgd/adv/000669.png,
670,6,381,381,outputs/cifar10_resnet18_pgd/clean/000670.png,outputs/cifar10_resnet18_pgd/adv/000670.png,
671,3,780,996,outputs/cifar10_resnet18_pgd/clean/000671.png,outputs/cifar10_resnet18_pgd/adv/000671.png,
672,6,857,857,outputs/cifar10_resnet18_pgd/clean/000672.png,outputs/cifar10_resnet18_pgd/adv/000672.png,
673,3,725,497,outputs/cifar10_resnet18_pgd/clean/000673.png,outputs/cifar10_resnet18_pgd/adv/000673.png,
674,2,725,725,outputs/cifar10_resnet18_pgd/clean/000674.png,outputs/cifar10_resnet18_pgd/adv/000674.png,
675,0,780,780,outputs/cifar10_resnet18_pgd/clean/000675.png,outputs/cifar10_resnet18_pgd/adv/000675.png,
676,3,381,780,outputs/cifar10_resnet18_pgd/clean/000676.png,outputs/cifar10_resnet18_pgd/adv/000676.png,
677,1,725,725,outputs/cifar10_resnet18_pgd/clean/000677.png,outputs/cifar10_resnet18_pgd/adv/000677.png,
678,0,223,381,outputs/cifar10_resnet18_pgd/clean/000678.png,outputs/cifar10_resnet18_pgd/adv/000678.png,
679,5,381,938,outputs/cifar10_resnet18_pgd/clean/000679.png,outputs/cifar10_resnet18_pgd/adv/000679.png,
680,9,725,381,outputs/cifar10_resnet18_pgd/clean/000680.png,outputs/cifar10_resnet18_pgd/adv/000680.png,
681,6,382,381,outputs/cifar10_resnet18_pgd/clean/000681.png,outputs/cifar10_resnet18_pgd/adv/000681.png,
682,4,725,857,outputs/cifar10_resnet18_pgd/clean/000682.png,outputs/cifar10_resnet18_pgd/adv/000682.png,
683,8,725,725,outputs/cifar10_resnet18_pgd/clean/000683.png,outputs/cifar10_resnet18_pgd/adv/000683.png,
684,9,725,113,outputs/cifar10_resnet18_pgd/clean/000684.png,outputs/cifar10_resnet18_pgd/adv/000684.png,
685,6,780,79,outputs/cifar10_resnet18_pgd/clean/000685.png,outputs/cifar10_resnet18_pgd/adv/000685.png,
686,9,725,381,outputs/cifar10_resnet18_pgd/clean/000686.png,outputs/cifar10_resnet18_pgd/adv/000686.png,
687,6,725,725,outputs/cifar10_resnet18_pgd/clean/000687.png,outputs/cifar10_resnet18_pgd/adv/000687.png,
688,3,382,382,outputs/cifar10_resnet18_pgd/clean/000688.png,outputs/cifar10_resnet18_pgd/adv/000688.png,
689,0,725,381,outputs/cifar10_resnet18_pgd/clean/000689.png,outputs/cifar10_resnet18_pgd/adv/000689.png,
690,3,725,725,outputs/cifar10_resnet18_pgd/clean/000690.png,outputs/cifar10_resnet18_pgd/adv/000690.png,
691,2,938,780,outputs/cifar10_resnet18_pgd/clean/000691.png,outputs/cifar10_resnet18_pgd/adv/000691.png,
692,2,780,780,outputs/cifar10_resnet18_pgd/clean/000692.png,outputs/cifar10_resnet18_pgd/adv/000692.png,
693,7,76,76,outputs/cifar10_resnet18_pgd/clean/000693.png,outputs/cifar10_resnet18_pgd/adv/000693.png,
694,8,725,725,outputs/cifar10_resnet18_pgd/clean/000694.png,outputs/cifar10_resnet18_pgd/adv/000694.png,
695,3,381,725,outputs/cifar10_resnet18_pgd/clean/000695.png,outputs/cifar10_resnet18_pgd/adv/000695.png,
696,8,51,857,outputs/cifar10_resnet18_pgd/clean/000696.png,outputs/cifar10_resnet18_pgd/adv/000696.png,
697,2,382,780,outputs/cifar10_resnet18_pgd/clean/000697.png,outputs/cifar10_resnet18_pgd/adv/000697.png,
698,7,725,725,outputs/cifar10_resnet18_pgd/clean/000698.png,outputs/cifar10_resnet18_pgd/adv/000698.png,
699,5,381,725,outputs/cifar10_resnet18_pgd/clean/000699.png,outputs/cifar10_resnet18_pgd/adv/000699.png,
700,7,381,381,outputs/cifar10_resnet18_pgd/clean/000700.png,outputs/cifar10_resnet18_pgd/adv/000700.png,
701,2,725,780,outputs/cifar10_resnet18_pgd/clean/000701.png,outputs/cifar10_resnet18_pgd/adv/000701.png,
702,4,381,381,outputs/cifar10_resnet18_pgd/clean/000702.png,outputs/cifar10_resnet18_pgd/adv/000702.png,
703,8,725,857,outputs/cifar10_resnet18_pgd/clean/000703.png,outputs/cifar10_resnet18_pgd/adv/000703.png,
704,7,725,725,outputs/cifar10_resnet18_pgd/clean/000704.png,outputs/cifar10_resnet18_pgd/adv/000704.png,
705,4,381,381,outputs/cifar10_resnet18_pgd/clean/000705.png,outputs/cifar10_resnet18_pgd/adv/000705.png,
706,2,725,780,outputs/cifar10_resnet18_pgd/clean/000706.png,outputs/cifar10_resnet18_pgd/adv/000706.png,
707,9,725,381,outputs/cifar10_resnet18_pgd/clean/000707.png,outputs/cifar10_resnet18_pgd/adv/000707.png,
708,8,51,857,outputs/cifar10_resnet18_pgd/clean/000708.png,outputs/cifar10_resnet18_pgd/adv/000708.png,
709,8,725,725,outputs/cifar10_resnet18_pgd/clean/000709.png,outputs/cifar10_resnet18_pgd/adv/000709.png,
710,6,780,381,outputs/cifar10_resnet18_pgd/clean/000710.png,outputs/cifar10_resnet18_pgd/adv/000710.png,
711,8,223,857,outputs/cifar10_resnet18_pgd/clean/000711.png,outputs/cifar10_resnet18_pgd/adv/000711.png,
712,8,51,780,outputs/cifar10_resnet18_pgd/clean/000712.png,outputs/cifar10_resnet18_pgd/adv/000712.png,
713,7,79,725,outputs/cifar10_resnet18_pgd/clean/000713.png,outputs/cifar10_resnet18_pgd/adv/000713.png,
714,4,382,382,outputs/cifar10_resnet18_pgd/clean/000714.png,outputs/cifar10_resnet18_pgd/adv/000714.png,
715,3,725,725,outputs/cifar10_resnet18_pgd/clean/000715.png,outputs/cifar10_resnet18_pgd/adv/000715.png,
716,3,381,382,outputs/cifar10_resnet18_pgd/clean/000716.png,outputs/cifar10_resnet18_pgd/adv/000716.png,
717,8,725,857,outputs/cifar10_resnet18_pgd/clean/000717.png,outputs/cifar10_resnet18_pgd/adv/000717.png,
718,4,382,382,outputs/cifar10_resnet18_pgd/clean/000718.png,outputs/cifar10_resnet18_pgd/adv/000718.png,
719,9,725,725,outputs/cifar10_resnet18_pgd/clean/000719.png,outputs/cifar10_resnet18_pgd/adv/000719.png,
720,4,725,725,outputs/cifar10_resnet18_pgd/clean/000720.png,outputs/cifar10_resnet18_pgd/adv/000720.png,
721,8,938,857,outputs/cifar10_resnet18_pgd/clean/000721.png,outputs/cifar10_resnet18_pgd/adv/000721.png,
722,8,857,857,outputs/cifar10_resnet18_pgd/clean/000722.png,outputs/cifar10_resnet18_pgd/adv/000722.png,
723,1,725,725,outputs/cifar10_resnet18_pgd/clean/000723.png,outputs/cifar10_resnet18_pgd/adv/000723.png,
724,8,79,857,outputs/cifar10_resnet18_pgd/clean/000724.png,outputs/cifar10_resnet18_pgd/adv/000724.png,
725,2,725,725,outputs/cifar10_resnet18_pgd/clean/000725.png,outputs/cifar10_resnet18_pgd/adv/000725.png,
726,1,725,725,outputs/cifar10_resnet18_pgd/clean/000726.png,outputs/cifar10_resnet18_pgd/adv/000726.png,
727,3,382,780,outputs/cifar10_resnet18_pgd/clean/000727.png,outputs/cifar10_resnet18_pgd/adv/000727.png,
728,6,725,725,outputs/cifar10_resnet18_pgd/clean/000728.png,outputs/cifar10_resnet18_pgd/adv/000728.png,
729,5,725,725,outputs/cifar10_resnet18_pgd/clean/000729.png,outputs/cifar10_resnet18_pgd/adv/000729.png,
730,4,725,382,outputs/cifar10_resnet18_pgd/clean/000730.png,outputs/cifar10_resnet18_pgd/adv/000730.png,
731,2,556,780,outputs/cifar10_resnet18_pgd/clean/000731.png,outputs/cifar10_resnet18_pgd/adv/000731.png,
732,7,725,381,outputs/cifar10_resnet18_pgd/clean/000732.png,outputs/cifar10_resnet18_pgd/adv/000732.png,
733,9,725,223,outputs/cifar10_resnet18_pgd/clean/000733.png,outputs/cifar10_resnet18_pgd/adv/000733.png,
734,9,725,381,outputs/cifar10_resnet18_pgd/clean/000734.png,outputs/cifar10_resnet18_pgd/adv/000734.png,
735,4,381,780,outputs/cifar10_resnet18_pgd/clean/000735.png,outputs/cifar10_resnet18_pgd/adv/000735.png,
736,1,725,857,outputs/cifar10_resnet18_pgd/clean/000736.png,outputs/cifar10_resnet18_pgd/adv/000736.png,
737,4,556,381,outputs/cifar10_resnet18_pgd/clean/000737.png,outputs/cifar10_resnet18_pgd/adv/000737.png,
738,1,725,725,outputs/cifar10_resnet18_pgd/clean/000738.png,outputs/cifar10_resnet18_pgd/adv/000738.png,
739,3,79,780,outputs/cifar10_resnet18_pgd/clean/000739.png,outputs/cifar10_resnet18_pgd/adv/000739.png,
740,2,725,780,outputs/cifar10_resnet18_pgd/clean/000740.png,outputs/cifar10_resnet18_pgd/adv/000740.png,
741,7,381,381,outputs/cifar10_resnet18_pgd/clean/000741.png,outputs/cifar10_resnet18_pgd/adv/000741.png,
742,0,381,381,outputs/cifar10_resnet18_pgd/clean/000742.png,outputs/cifar10_resnet18_pgd/adv/000742.png,
743,7,565,79,outputs/cifar10_resnet18_pgd/clean/000743.png,outputs/cifar10_resnet18_pgd/adv/000743.png,
744,9,725,382,outputs/cifar10_resnet18_pgd/clean/000744.png,outputs/cifar10_resnet18_pgd/adv/000744.png,
745,7,381,113,outputs/cifar10_resnet18_pgd/clean/000745.png,outputs/cifar10_resnet18_pgd/adv/000745.png,
746,6,381,381,outputs/cifar10_resnet18_pgd/clean/000746.png,outputs/cifar10_resnet18_pgd/adv/000746.png,
747,6,780,780,outputs/cifar10_resnet18_pgd/clean/000747.png,outputs/cifar10_resnet18_pgd/adv/000747.png,
748,2,780,780,outputs/cifar10_resnet18_pgd/clean/000748.png,outputs/cifar10_resnet18_pgd/adv/000748.png,
749,5,725,725,outputs/cifar10_resnet18_pgd/clean/000749.png,outputs/cifar10_resnet18_pgd/adv/000749.png,
750,9,79,381,outputs/cifar10_resnet18_pgd/clean/000750.png,outputs/cifar10_resnet18_pgd/adv/000750.png,
751,2,381,780,outputs/cifar10_resnet18_pgd/clean/000751.png,outputs/cifar10_resnet18_pgd/adv/000751.png,
752,9,857,565,outputs/cifar10_resnet18_pgd/clean/000752.png,outputs/cifar10_resnet18_pgd/adv/000752.png,
753,1,725,725,outputs/cifar10_resnet18_pgd/clean/000753.png,outputs/cifar10_resnet18_pgd/adv/000753.png,
754,2,382,66,outputs/cifar10_resnet18_pgd/clean/000754.png,outputs/cifar10_resnet18_pgd/adv/000754.png,
755,2,497,780,outputs/cifar10_resnet18_pgd/clean/000755.png,outputs/cifar10_resnet18_pgd/adv/000755.png,
756,6,382,381,outputs/cifar10_resnet18_pgd/clean/000756.png,outputs/cifar10_resnet18_pgd/adv/000756.png,
757,8,381,780,outputs/cifar10_resnet18_pgd/clean/000757.png,outputs/cifar10_resnet18_pgd/adv/000757.png,
758,2,51,51,outputs/cifar10_resnet18_pgd/clean/000758.png,outputs/cifar10_resnet18_pgd/adv/000758.png,
759,1,725,725,outputs/cifar10_resnet18_pgd/clean/000759.png,outputs/cifar10_resnet18_pgd/adv/000759.png,
760,3,857,497,outputs/cifar10_resnet18_pgd/clean/000760.png,outputs/cifar10_resnet18_pgd/adv/000760.png,
761,6,725,725,outputs/cifar10_resnet18_pgd/clean/000761.png,outputs/cifar10_resnet18_pgd/adv/000761.png,
762,6,382,381,outputs/cifar10_resnet18_pgd/clean/000762.png,outputs/cifar10_resnet18_pgd/adv/000762.png,
763,0,857,725,outputs/cifar10_resnet18_pgd/clean/000763.png,outputs/cifar10_resnet18_pgd/adv/000763.png,
764,1,857,994,outputs/cifar10_resnet18_pgd/clean/000764.png,outputs/cifar10_resnet18_pgd/adv/000764.png,
765,2,725,857,outputs/cifar10_resnet18_pgd/clean/000765.png,outputs/cifar10_resnet18_pgd/adv/000765.png,
766,7,725,725,outputs/cifar10_resnet18_pgd/clean/000766.png,outputs/cifar10_resnet18_pgd/adv/000766.png,
767,0,857,994,outputs/cifar10_resnet18_pgd/clean/000767.png,outputs/cifar10_resnet18_pgd/adv/000767.png,
768,5,780,780,outputs/cifar10_resnet18_pgd/clean/000768.png,outputs/cifar10_resnet18_pgd/adv/000768.png,
769,4,381,381,outputs/cifar10_resnet18_pgd/clean/000769.png,outputs/cifar10_resnet18_pgd/adv/000769.png,
770,6,725,725,outputs/cifar10_resnet18_pgd/clean/000770.png,outputs/cifar10_resnet18_pgd/adv/000770.png,
771,1,725,725,outputs/cifar10_resnet18_pgd/clean/000771.png,outputs/cifar10_resnet18_pgd/adv/000771.png,
772,6,725,381,outputs/cifar10_resnet18_pgd/clean/000772.png,outputs/cifar10_resnet18_pgd/adv/000772.png,
773,4,381,381,outputs/cifar10_resnet18_pgd/clean/000773.png,outputs/cifar10_resnet18_pgd/adv/000773.png,
774,0,381,381,outputs/cifar10_resnet18_pgd/clean/000774.png,outputs/cifar10_resnet18_pgd/adv/000774.png,
775,2,382,857,outputs/cifar10_resnet18_pgd/clean/000775.png,outputs/cifar10_resnet18_pgd/adv/000775.png,
776,2,381,66,outputs/cifar10_resnet18_pgd/clean/000776.png,outputs/cifar10_resnet18_pgd/adv/000776.png,
777,6,381,381,outputs/cifar10_resnet18_pgd/clean/000777.png,outputs/cifar10_resnet18_pgd/adv/000777.png,
778,0,725,381,outputs/cifar10_resnet18_pgd/clean/000778.png,outputs/cifar10_resnet18_pgd/adv/000778.png,
779,5,381,381,outputs/cifar10_resnet18_pgd/clean/000779.png,outputs/cifar10_resnet18_pgd/adv/000779.png,
780,9,725,780,outputs/cifar10_resnet18_pgd/clean/000780.png,outputs/cifar10_resnet18_pgd/adv/000780.png,
781,1,382,725,outputs/cifar10_resnet18_pgd/clean/000781.png,outputs/cifar10_resnet18_pgd/adv/000781.png,
782,7,381,381,outputs/cifar10_resnet18_pgd/clean/000782.png,outputs/cifar10_resnet18_pgd/adv/000782.png,
783,6,725,381,outputs/cifar10_resnet18_pgd/clean/000783.png,outputs/cifar10_resnet18_pgd/adv/000783.png,
784,7,381,381,outputs/cifar10_resnet18_pgd/clean/000784.png,outputs/cifar10_resnet18_pgd/adv/000784.png,
785,0,780,381,outputs/cifar10_resnet18_pgd/clean/000785.png,outputs/cifar10_resnet18_pgd/adv/000785.png,
786,3,857,382,outputs/cifar10_resnet18_pgd/clean/000786.png,outputs/cifar10_resnet18_pgd/adv/000786.png,
787,9,51,223,outputs/cifar10_resnet18_pgd/clean/000787.png,outputs/cifar10_resnet18_pgd/adv/000787.png,
788,6,725,381,outputs/cifar10_resnet18_pgd/clean/000788.png,outputs/cifar10_resnet18_pgd/adv/000788.png,
789,8,725,725,outputs/cifar10_resnet18_pgd/clean/000789.png,outputs/cifar10_resnet18_pgd/adv/000789.png,
790,3,381,857,outputs/cifar10_resnet18_pgd/clean/000790.png,outputs/cifar10_resnet18_pgd/adv/000790.png,
791,0,556,381,outputs/cifar10_resnet18_pgd/clean/000791.png,outputs/cifar10_resnet18_pgd/adv/000791.png,
792,3,51,725,outputs/cifar10_resnet18_pgd/clean/000792.png,outputs/cifar10_resnet18_pgd/adv/000792.png,
793,4,725,857,outputs/cifar10_resnet18_pgd/clean/000793.png,outputs/cifar10_resnet18_pgd/adv/000793.png,
794,7,76,725,outputs/cifar10_resnet18_pgd/clean/000794.png,outputs/cifar10_resnet18_pgd/adv/000794.png,
795,7,780,780,outputs/cifar10_resnet18_pgd/clean/000795.png,outputs/cifar10_resnet18_pgd/adv/000795.png,
796,1,381,725,outputs/cifar10_resnet18_pgd/clean/000796.png,outputs/cifar10_resnet18_pgd/adv/000796.png,
797,4,725,76,outputs/cifar10_resnet18_pgd/clean/000797.png,outputs/cifar10_resnet18_pgd/adv/000797.png,
798,7,725,725,outputs/cifar10_resnet18_pgd/clean/000798.png,outputs/cifar10_resnet18_pgd/adv/000798.png,
799,2,780,725,outputs/cifar10_resnet18_pgd/clean/000799.png,outputs/cifar10_resnet18_pgd/adv/000799.png,
800,7,79,725,outputs/cifar10_resnet18_pgd/clean/000800.png,outputs/cifar10_resnet18_pgd/adv/000800.png,
801,1,780,780,outputs/cifar10_resnet18_pgd/clean/000801.png,outputs/cifar10_resnet18_pgd/adv/000801.png,
802,4,223,780,outputs/cifar10_resnet18_pgd/clean/000802.png,outputs/cifar10_resnet18_pgd/adv/000802.png,
803,7,381,381,outputs/cifar10_resnet18_pgd/clean/000803.png,outputs/cifar10_resnet18_pgd/adv/000803.png,
804,4,725,382,outputs/cifar10_resnet18_pgd/clean/000804.png,outputs/cifar10_resnet18_pgd/adv/000804.png,
805,4,381,381,outputs/cifar10_resnet18_pgd/clean/000805.png,outputs/cifar10_resnet18_pgd/adv/000805.png,
806,8,780,780,outputs/cifar10_resnet18_pgd/clean/000806.png,outputs/cifar10_resnet18_pgd/adv/000806.png,
807,4,381,381,outputs/cifar10_resnet18_pgd/clean/000807.png,outputs/cifar10_resnet18_pgd/adv/000807.png,
808,7,381,381,outputs/cifar10_resnet18_pgd/clean/000808.png,outputs/cifar10_resnet18_pgd/adv/000808.png,
809,7,857,725,outputs/cifar10_resnet18_pgd/clean/000809.png,outputs/cifar10_resnet18_pgd/adv/000809.png,
810,5,381,725,outputs/cifar10_resnet18_pgd/clean/000810.png,outputs/cifar10_resnet18_pgd/adv/000810.png,
811,3,725,382,outputs/cifar10_resnet18_pgd/clean/000811.png,outputs/cifar10_resnet18_pgd/adv/000811.png,
812,7,381,725,outputs/cifar10_resnet18_pgd/clean/000812.png,outputs/cifar10_resnet18_pgd/adv/000812.png,
813,2,381,857,outputs/cifar10_resnet18_pgd/clean/000813.png,outputs/cifar10_resnet18_pgd/adv/000813.png,
814,0,725,381,outputs/cifar10_resnet18_pgd/clean/000814.png,outputs/cifar10_resnet18_pgd/adv/000814.png,
815,8,725,857,outputs/cifar10_resnet18_pgd/clean/000815.png,outputs/cifar10_resnet18_pgd/adv/000815.png,
816,9,725,780,outputs/cifar10_resnet18_pgd/clean/000816.png,outputs/cifar10_resnet18_pgd/adv/000816.png,
817,5,382,79,outputs/cifar10_resnet18_pgd/clean/000817.png,outputs/cifar10_resnet18_pgd/adv/000817.png,
818,8,725,857,outputs/cifar10_resnet18_pgd/clean/000818.png,outputs/cifar10_resnet18_pgd/adv/000818.png,
819,3,725,725,outputs/cifar10_resnet18_pgd/clean/000819.png,outputs/cifar10_resnet18_pgd/adv/000819.png,
820,6,725,725,outputs/cifar10_resnet18_pgd/clean/000820.png,outputs/cifar10_resnet18_pgd/adv/000820.png,
821,2,381,780,outputs/cifar10_resnet18_pgd/clean/000821.png,outputs/cifar10_resnet18_pgd/adv/000821.png,
822,0,725,381,outputs/cifar10_resnet18_pgd/clean/000822.png,outputs/cifar10_resnet18_pgd/adv/000822.png,
823,8,780,725,outputs/cifar10_resnet18_pgd/clean/000823.png,outputs/cifar10_resnet18_pgd/adv/000823.png,
824,7,725,725,outputs/cifar10_resnet18_pgd/clean/000824.png,outputs/cifar10_resnet18_pgd/adv/000824.png,
825,3,381,497,outputs/cifar10_resnet18_pgd/clean/000825.png,outputs/cifar10_resnet18_pgd/adv/000825.png,
826,7,382,382,outputs/cifar10_resnet18_pgd/clean/000826.png,outputs/cifar10_resnet18_pgd/adv/000826.png,
827,6,725,381,outputs/cifar10_resnet18_pgd/clean/000827.png,outputs/cifar10_resnet18_pgd/adv/000827.png,
828,5,857,857,outputs/cifar10_resnet18_pgd/clean/000828.png,outputs/cifar10_resnet18_pgd/adv/000828.png,
829,3,725,725,outputs/cifar10_resnet18_pgd/clean/000829.png,outputs/cifar10_resnet18_pgd/adv/000829.png,
830,1,725,725,outputs/cifar10_resnet18_pgd/clean/000830.png,outputs/cifar10_resnet18_pgd/adv/000830.png,
831,3,725,382,outputs/cifar10_resnet18_pgd/clean/000831.png,outputs/cifar10_resnet18_pgd/adv/000831.png,
832,2,857,780,outputs/cifar10_resnet18_pgd/clean/000832.png,outputs/cifar10_resnet18_pgd/adv/000832.png,
833,2,780,780,outputs/cifar10_resnet18_pgd/clean/000833.png,outputs/cifar10_resnet18_pgd/adv/000833.png,
834,5,381,381,outputs/cifar10_resnet18_pgd/clean/000834.png,outputs/cifar10_resnet18_pgd/adv/000834.png,
835,4,725,725,outputs/cifar10_resnet18_pgd/clean/000835.png,outputs/cifar10_resnet18_pgd/adv/000835.png,
836,1,381,381,outputs/cifar10_resnet18_pgd/clean/000836.png,outputs/cifar10_resnet18_pgd/adv/000836.png,
837,2,780,780,outputs/cifar10_resnet18_pgd/clean/000837.png,outputs/cifar10_resnet18_pgd/adv/000837.png,
838,9,725,725,outputs/cifar10_resnet18_pgd/clean/000838.png,outputs/cifar10_resnet18_pgd/adv/000838.png,
839,2,725,780,outputs/cifar10_resnet18_pgd/clean/000839.png,outputs/cifar10_resnet18_pgd/adv/000839.png,
840,7,725,725,outputs/cifar10_resnet18_pgd/clean/000840.png,outputs/cifar10_resnet18_pgd/adv/000840.png,
841,0,382,382,outputs/cifar10_resnet18_pgd/clean/000841.png,outputs/cifar10_resnet18_pgd/adv/000841.png,
842,7,780,725,outputs/cifar10_resnet18_pgd/clean/000842.png,outputs/cifar10_resnet18_pgd/adv/000842.png,
